date,Bánh bao,Bánh mì,Kim chi,Thực Phẩm Chế Biến Khác,Xúc xích - Thịt Nguội
2025-12-18,1.0,1.0,1.0,1.0,1.0
2025-12-19,1.0,1.0,1.0,1.0035778494022454,1.0046728517988603
2025-12-20,1.0,1.0,1.0,1.0035778494022454,1.0046728517988603
2025-12-22,1.0,1.0,1.0,1.0035778494022454,1.0046728517988603
2025-12-23,1.0,1.0,1.0,1.0035778494022454,1.0046728517988603
2025-12-24,1.0,1.0,1.0,1.0035778494022454,1.0046728517988603
2025-12-25,1.0,1.0,1.0,1.0035778494022454,1.0046728517988603
2025-12-26,1.0,1.0,1.0,1.0035778494022454,1.0046728517988603
2025-12-27,1.0,1.0,1.0,1.0035778494022454,1.0046728517988603
2025-12-28,1.0,1.0,1.0,1.0035778494022454,1.0046728517988603
2025-12-29,1.0,1.0,1.0,1.0035778494022454,1.0046728517988603
2025-12-30,0.9912644232406512,1.0,1.0,1.0035778494022454,1.0021277155143242
2025-12-31,0.9912644232406512,1.0,1.0,1.0035778494022454,1.0021277155143242
2026-01-02,0.9912644232406512,1.0,1.0,1.0035778494022454,1.0119508119975795
2026-01-03,0.9912644232406512,1.0,1.0,1.0035778494022454,1.0119508119975795
2026-01-05,0.9912644232406512,1.0,1.0,1.0035778494022454,1.0119508119975795
2026-01-06,0.9912644232406512,1.0,0.9676599599120826,0.9800096917954029,1.0059122149148132
2026-01-07,0.9912644232406512,1.046559173055342,0.9676599599120826,0.978759302419255,1.0227545707499066
2026-01-08,0.9912644232406512,1.126868353779864,0.9676599599120826,0.981772458286957,1.0244682911282417
2026-01-09,0.9912644232406512,1.126868353779864,0.9676599599120826,0.981772458286957,1.0244682911282417
2026-01-10,0.9912644232406512,1.126868353779864,0.9676599599120826,0.981772458286957,1.0244682911282417
2026-01-11,0.9912644232406512,1.126868353779864,0.9676599599120826,0.981772458286957,1.0244682911282417
2026-01-12,0.9912644232406512,1.126868353779864,0.9676599599120826,0.981772458286957,1.0244682911282417
2026-01-13,0.9912644232406512,1.126868353779864,0.9676599599120826,0.981772458286957,1.0244682911282417
2026-01-14,0.9912644232406512,1.126868353779864,0.9676599599120826,0.9815872395862917,1.0244682911282417
2026-01-15,0.9912644232406512,1.126868353779864,0.9676599599120826,0.9838281759650911,1.0244682911282417
2026-01-16,0.9912644232406512,1.126868353779864,0.9676599599120826,0.9838281759650911,1.0244682911282417
2026-01-17,0.9912644232406512,1.126868353779864,0.9676599599120826,0.9838281759650911,1.0244682911282417
2026-01-18,0.9912644232406512,1.126868353779864,0.9676599599120826,0.9838281759650911,1.0244682911282417
2026-01-20,0.9912644232406512,1.126868353779864,0.9484946799777575,0.9796276946927727,1.0073470802579434
2026-01-21,0.9912644232406512,1.0995155073108847,0.9695116943071233,1.011102729594716,1.018810845260805
2026-01-22,0.9912644232406512,1.0995155073108847,0.9695116943071233,1.011102729594716,1.018810845260805
2026-01-23,0.9912644232406512,1.0995155073108847,0.9695116943071233,1.011102729594716,1.018810845260805
2026-01-24,0.9912644232406512,1.0995155073108847,0.9695116943071233,1.011102729594716,1.018810845260805
2026-01-25,0.9912644232406512,1.0995155073108847,0.9695116943071233,1.011102729594716,1.018810845260805
2026-01-26,0.9912644232406512,1.0995155073108847,0.9695116943071233,1.011102729594716,1.018810845260805
2026-01-27,0.9912644232406512,1.0995155073108847,0.9695116943071233,1.011102729594716,1.018810845260805
2026-01-28,0.9912644232406512,1.0995155073108847,0.9695116943071233,1.011102729594716,1.018810845260805
2026-01-29,0.9912644232406512,1.0995155073108847,0.9695116943071233,1.011102729594716,1.018810845260805
2026-01-30,0.9912644232406512,1.0995155073108847,0.9695116943071233,1.011102729594716,1.0301296428966196
2026-01-31,0.9912644232406512,1.0995155073108847,0.9695116943071233,1.011102729594716,1.0301296428966196
2026-02-01,0.9912644232406512,1.0995155073108847,0.9695116943071233,1.011102729594716,1.0301296428966196
2026-02-02,0.9912644232406512,1.0995155073108847,0.9695116943071233,1.011102729594716,1.0301296428966196
2026-02-03,0.9912644232406512,1.0995155073108847,0.8673806270733,1.011102729594716,0.9153405724001529
2026-02-04,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1307094721215902,0.9153405724001529
2026-02-05,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1258430125531946,0.9153405724001529
2026-02-06,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1258430125531946,0.9153405724001529
2026-02-07,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1258430125531946,0.9153405724001529
2026-02-08,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1258430125531946,0.9153405724001529
2026-02-09,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1258430125531946,0.9153405724001529
2026-02-10,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1258430125531946,0.9153405724001529
2026-02-11,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1258430125531946,0.9153405724001529
2026-02-12,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1258430125531946,0.9153405724001529
2026-02-13,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1258430125531946,0.9153405724001529
2026-02-14,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1258430125531946,0.9153405724001529
2026-02-15,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1258430125531946,0.9153405724001529
2026-02-16,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1258430125531946,0.9153405724001529
2026-02-17,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1304434872972788,0.9153405724001529
2026-02-18,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1304434872972788,0.9153405724001529
2026-02-19,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1304434872972788,0.9153405724001529
2026-02-20,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1110348387635631,0.9153405724001529
2026-02-21,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1110348387635631,0.9153405724001529
2026-02-22,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1110348387635631,0.9153405724001529
2026-02-23,0.9912644232406512,1.4913104981740413,0.939639369962182,1.1110348387635631,0.9153405724001529
2026-02-24,0.9912644232406512,1.4913104981740413,0.939639369962182,1.097762937787558,0.9156448223211688
2026-02-25,0.9912644232406512,1.636253139046781,0.9751594857241183,1.1054025632686133,0.9400686519906767
2026-02-26,0.9912644232406512,1.636253139046781,0.9751594857241183,1.1054025632686133,0.9400686519906767
2026-02-27,0.9912644232406512,1.636253139046781,0.9751594857241183,1.1054025632686133,0.9400686519906767
2026-02-28,0.9912644232406512,1.636253139046781,0.9751594857241183,1.1054025632686133,0.9400686519906767
2026-03-01,0.9912644232406512,1.636253139046781,0.9751594857241183,1.1054025632686133,0.9400686519906767
2026-03-02,0.9912644232406512,1.636253139046781,0.9751594857241183,1.1054025632686133,0.9400686519906767
2026-03-03,0.9912644232406512,1.636253139046781,0.9751594857241183,1.1054025632686133,0.9400686519906767
2026-03-04,0.9912644232406512,1.636253139046781,0.9751594857241183,1.1054025632686133,0.9291028542126832
2026-03-05,0.9912644232406512,1.312089781311098,0.9751594857241183,1.0719499597130053,0.9309263440677678
2026-03-06,0.9912644232406512,1.312089781311098,0.9751594857241183,1.0719499597130053,0.9309263440677678
2026-03-07,0.9912644232406512,1.312089781311098,0.9751594857241183,1.0719499597130053,0.9309263440677678
2026-03-08,0.9912644232406512,1.312089781311098,0.9751594857241183,1.0719499597130053,0.9309263440677678
2026-03-09,0.9912644232406512,1.312089781311098,0.9751594857241183,1.0719499597130053,0.9309263440677678
2026-03-10,0.9912644232406512,1.312089781311098,0.9751594857241183,1.0719499597130053,0.9309263440677678
2026-03-11,0.9912644232406512,1.312089781311098,0.9751594857241183,1.0719499597130053,0.9309263440677678
2026-03-12,0.9912644232406512,1.312089781311098,0.9751594857241183,1.0719499597130053,0.9309263440677678
2026-03-13,0.9912644232406512,1.312089781311098,0.9751594857241183,1.0719499597130053,0.9309263440677678
2026-03-14,0.9912644232406512,1.312089781311098,0.9751594857241183,1.0719499597130053,0.9309263440677678
2026-03-15,0.9912644232406512,1.312089781311098,0.9751594857241183,1.0719499597130053,0.9309263440677678
2026-03-16,0.9912644232406512,1.312089781311098,0.9751594857241183,1.0719499597130053,0.9309263440677678
2026-03-17,0.9912644232406512,1.312089781311098,0.9751594857241183,1.0719499597130053,0.9309263440677678
2026-03-18,0.9912644232406512,1.312089781311098,0.8005938987735045,1.0719499597130053,0.8942058605333518
2026-03-19,0.9912644232406512,1.312089781311098,0.8005938987735045,1.0786289479784354,1.0090429756414272
2026-03-20,0.9912644232406512,1.312089781311098,0.8005938987735045,1.0786289479784354,1.0090429756414272
2026-03-21,0.9912644232406512,1.312089781311098,0.8005938987735045,1.0786289479784354,1.0090429756414272
2026-03-22,0.9912644232406512,1.312089781311098,0.8005938987735045,1.0786289479784354,1.0090429756414272
